text,intent
"Can you prepare falafel plate, plus rice, and also add mint lemonade to that same order?",menu
"Can you prepare falafel plate, plus rice, and also add Coke to that same order?",menu
"Can you prepare falafel plate, plus rice, and also add Sprite to that same order?",menu
"Can you prepare falafel plate, plus rice, and also add bottle of water to that same order?",menu
"Can you prepare falafel plate, plus rice, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare falafel plate, plus half rice and half fries, and also add mint lemonade to that same order?",menu
"Can you prepare falafel plate, plus half rice and half fries, and also add Coke to that same order?",menu
"Can you prepare falafel plate, plus half rice and half fries, and also add Sprite to that same order?",menu
"Can you prepare falafel plate, plus half rice and half fries, and also add bottle of water to that same order?",menu
"Can you prepare falafel plate, plus half rice and half fries, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare falafel plate, plus tabbouleh, and also add mint lemonade to that same order?",menu
"Can you prepare falafel plate, plus tabbouleh, and also add Coke to that same order?",menu
"Can you prepare falafel plate, plus tabbouleh, and also add Sprite to that same order?",menu
"Can you prepare falafel plate, plus tabbouleh, and also add bottle of water to that same order?",menu
"Can you prepare falafel plate, plus tabbouleh, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare falafel plate, plus fattoush, and also add mint lemonade to that same order?",menu
"Can you prepare falafel plate, plus fattoush, and also add Coke to that same order?",menu
"Can you prepare falafel plate, plus fattoush, and also add Sprite to that same order?",menu
"Can you prepare falafel plate, plus fattoush, and also add bottle of water to that same order?",menu
"Can you prepare falafel plate, plus fattoush, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare kafta plate, plus fries, and also add mint lemonade to that same order?",menu
"Can you prepare kafta plate, plus fries, and also add Coke to that same order?",menu
"Can you prepare kafta plate, plus fries, and also add Sprite to that same order?",menu
"Can you prepare kafta plate, plus fries, and also add bottle of water to that same order?",menu
"Can you prepare kafta plate, plus fries, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare kafta plate, plus rice, and also add mint lemonade to that same order?",menu
"Can you prepare kafta plate, plus rice, and also add Coke to that same order?",menu
"Can you prepare kafta plate, plus rice, and also add Sprite to that same order?",menu
"Can you prepare kafta plate, plus rice, and also add bottle of water to that same order?",menu
"Can you prepare kafta plate, plus rice, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare kafta plate, plus half rice and half fries, and also add mint lemonade to that same order?",menu
"Can you prepare kafta plate, plus half rice and half fries, and also add Coke to that same order?",menu
"Can you prepare kafta plate, plus half rice and half fries, and also add Sprite to that same order?",menu
"Can you prepare kafta plate, plus half rice and half fries, and also add bottle of water to that same order?",menu
"Can you prepare kafta plate, plus half rice and half fries, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare kafta plate, plus tabbouleh, and also add mint lemonade to that same order?",menu
"Can you prepare kafta plate, plus tabbouleh, and also add Coke to that same order?",menu
"Can you prepare kafta plate, plus tabbouleh, and also add Sprite to that same order?",menu
"Can you prepare kafta plate, plus tabbouleh, and also add bottle of water to that same order?",menu
"Can you prepare kafta plate, plus tabbouleh, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare kafta plate, plus fattoush, and also add mint lemonade to that same order?",menu
"Can you prepare kafta plate, plus fattoush, and also add Coke to that same order?",menu
"Can you prepare kafta plate, plus fattoush, and also add Sprite to that same order?",menu
"Can you prepare kafta plate, plus fattoush, and also add bottle of water to that same order?",menu
"Can you prepare kafta plate, plus fattoush, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare shish taouk plate, plus fries, and also add mint lemonade to that same order?",menu
"Can you prepare shish taouk plate, plus fries, and also add Coke to that same order?",menu
"Can you prepare shish taouk plate, plus fries, and also add Sprite to that same order?",menu
"Can you prepare shish taouk plate, plus fries, and also add bottle of water to that same order?",menu
"Can you prepare shish taouk plate, plus fries, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare shish taouk plate, plus rice, and also add mint lemonade to that same order?",menu
"Can you prepare shish taouk plate, plus rice, and also add Coke to that same order?",menu
"Can you prepare shish taouk plate, plus rice, and also add Sprite to that same order?",menu
"Can you prepare shish taouk plate, plus rice, and also add bottle of water to that same order?",menu
"Can you prepare shish taouk plate, plus rice, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare shish taouk plate, plus half rice and half fries, and also add mint lemonade to that same order?",menu
"Can you prepare shish taouk plate, plus half rice and half fries, and also add Coke to that same order?",menu
"Can you prepare shish taouk plate, plus half rice and half fries, and also add Sprite to that same order?",menu
"Can you prepare shish taouk plate, plus half rice and half fries, and also add bottle of water to that same order?",menu
"Can you prepare shish taouk plate, plus half rice and half fries, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare shish taouk plate, plus tabbouleh, and also add mint lemonade to that same order?",menu
"Can you prepare shish taouk plate, plus tabbouleh, and also add Coke to that same order?",menu
"Can you prepare shish taouk plate, plus tabbouleh, and also add Sprite to that same order?",menu
"Can you prepare shish taouk plate, plus tabbouleh, and also add bottle of water to that same order?",menu
"Can you prepare shish taouk plate, plus tabbouleh, and also add Laban-up yogurt drink to that same order?",menu
"Can you prepare shish taouk plate, plus fattoush, and also add mint lemonade to that same order?",menu
"Can you prepare shish taouk plate, plus fattoush, and also add Coke to that same order?",menu
"Can you prepare shish taouk plate, plus fattoush, and also add Sprite to that same order?",menu
"Can you prepare shish taouk plate, plus fattoush, and also add bottle of water to that same order?",menu
"Can you prepare shish taouk plate, plus fattoush, and also add Laban-up yogurt drink to that same order?",menu
I want to order some shawarma from you.,menu
I want to order a few wraps from you.,menu
I want to order a couple of plates from you.,menu
I want to order a mix of mezze from you.,menu
I want to order a big grill platter from you.,menu
we want to order some shawarma from you.,menu
we want to order a few wraps from you.,menu
we want to order a couple of plates from you.,menu
we want to order a mix of mezze from you.,menu
we want to order a big grill platter from you.,menu
my family want to order some shawarma from you.,menu
my family want to order a few wraps from you.,menu
my family want to order a couple of plates from you.,menu
my family want to order a mix of mezze from you.,menu
my family want to order a big grill platter from you.,menu
my friends want to order some shawarma from you.,menu
my friends want to order a few wraps from you.,menu
my friends want to order a couple of plates from you.,menu
my friends want to order a mix of mezze from you.,menu
my friends want to order a big grill platter from you.,menu
my coworkers want to order some shawarma from you.,menu
my coworkers want to order a few wraps from you.,menu
my coworkers want to order a couple of plates from you.,menu
my coworkers want to order a mix of mezze from you.,menu
my coworkers want to order a big grill platter from you.,menu
We have a lunch meeting for 10 people at noon. Can you provide food?,menu
We have a lunch meeting for 15 people at noon. Can you provide food?,menu
We have a lunch meeting for 20 people at noon. Can you provide food?,menu
We have a lunch meeting for 25 people at noon. Can you provide food?,menu
We have a lunch meeting for 10 people around 1 pm. Can you provide food?,menu
We have a lunch meeting for 15 people around 1 pm. Can you provide food?,menu
We have a lunch meeting for 20 people around 1 pm. Can you provide food?,menu
We have a lunch meeting for 25 people around 1 pm. Can you provide food?,menu
We have a lunch meeting for 10 people at 7 pm. Can you provide food?,menu
We have a lunch meeting for 15 people at 7 pm. Can you provide food?,menu
We have a lunch meeting for 20 people at 7 pm. Can you provide food?,menu
We have a lunch meeting for 25 people at 7 pm. Can you provide food?,menu
We have a lunch meeting for 10 people around 6:30. Can you provide food?,menu
We have a lunch meeting for 15 people around 6:30. Can you provide food?,menu
We have a lunch meeting for 20 people around 6:30. Can you provide food?,menu
We have a lunch meeting for 25 people around 6:30. Can you provide food?,menu
We have a birthday party for 10 people at noon. Can you provide food?,menu
We have a birthday party for 15 people at noon. Can you provide food?,menu
We have a birthday party for 20 people at noon. Can you provide food?,menu
We have a birthday party for 25 people at noon. Can you provide food?,menu
We have a birthday party for 10 people around 1 pm. Can you provide food?,menu
We have a birthday party for 15 people around 1 pm. Can you provide food?,menu
We have a birthday party for 20 people around 1 pm. Can you provide food?,menu
We have a birthday party for 25 people around 1 pm. Can you provide food?,menu
We have a birthday party for 10 people at 7 pm. Can you provide food?,menu
We have a birthday party for 15 people at 7 pm. Can you provide food?,menu
We have a birthday party for 20 people at 7 pm. Can you provide food?,menu
We have a birthday party for 25 people at 7 pm. Can you provide food?,menu
We have a birthday party for 10 people around 6:30. Can you provide food?,menu
We have a birthday party for 15 people around 6:30. Can you provide food?,menu
We have a birthday party for 20 people around 6:30. Can you provide food?,menu
We have a birthday party for 25 people around 6:30. Can you provide food?,menu
We have a family gathering for 10 people at noon. Can you provide food?,menu
We have a family gathering for 15 people at noon. Can you provide food?,menu
We have a family gathering for 20 people at noon. Can you provide food?,menu
We have a family gathering for 25 people at noon. Can you provide food?,menu
We have a family gathering for 10 people around 1 pm. Can you provide food?,menu
We have a family gathering for 15 people around 1 pm. Can you provide food?,menu
We have a family gathering for 20 people around 1 pm. Can you provide food?,menu
We have a family gathering for 25 people around 1 pm. Can you provide food?,menu
We have a family gathering for 10 people at 7 pm. Can you provide food?,menu
We have a family gathering for 15 people at 7 pm. Can you provide food?,menu
We have a family gathering for 20 people at 7 pm. Can you provide food?,menu
We have a family gathering for 25 people at 7 pm. Can you provide food?,menu
We have a family gathering for 10 people around 6:30. Can you provide food?,menu
We have a family gathering for 15 people around 6:30. Can you provide food?,menu
We have a family gathering for 20 people around 6:30. Can you provide food?,menu
We have a family gathering for 25 people around 6:30. Can you provide food?,menu
We have a office event for 10 people at noon. Can you provide food?,menu
We have a office event for 15 people at noon. Can you provide food?,menu
We have a office event for 20 people at noon. Can you provide food?,menu
We have a office event for 25 people at noon. Can you provide food?,menu
We have a office event for 10 people around 1 pm. Can you provide food?,menu
We have a office event for 15 people around 1 pm. Can you provide food?,menu
We have a office event for 20 people around 1 pm. Can you provide food?,menu
We have a office event for 25 people around 1 pm. Can you provide food?,menu
We have a office event for 10 people at 7 pm. Can you provide food?,menu
We have a office event for 15 people at 7 pm. Can you provide food?,menu
We have a office event for 20 people at 7 pm. Can you provide food?,menu
We have a office event for 25 people at 7 pm. Can you provide food?,menu
We have a office event for 10 people around 6:30. Can you provide food?,menu
We have a office event for 15 people around 6:30. Can you provide food?,menu
We have a office event for 20 people around 6:30. Can you provide food?,menu
We have a office event for 25 people around 6:30. Can you provide food?,menu
"I want order chicken shawarma, it is possible?",menu
"I want order falafel plate, it is possible?",menu
"I want order hummus and bread, it is possible?",menu
"I want order mixed grill, it is possible?",menu
"I want order tabbouleh, it is possible?",menu
"I have 1 kids, what simple dishes can I order for them from your menu?",menu
"I have 2 kids, what simple dishes can I order for them from your menu?",menu
"I have 3 kids, what simple dishes can I order for them from your menu?",menu
Can I just order 1 mint lemonade with no food?,menu
Can I just order 2 mint lemonade with no food?,menu
Can I just order 3 mint lemonade with no food?,menu
Can I just order 4 mint lemonade with no food?,menu
Can I just order 5 mint lemonade with no food?,menu
Can I just order 1 Coke with no food?,menu
Can I just order 2 Coke with no food?,menu
Can I just order 3 Coke with no food?,menu
Can I just order 4 Coke with no food?,menu
Can I just order 5 Coke with no food?,menu
Can I just order 1 Sprite with no food?,menu
Can I just order 2 Sprite with no food?,menu
Can I just order 3 Sprite with no food?,menu
Can I just order 4 Sprite with no food?,menu
Can I just order 5 Sprite with no food?,menu
Can I just order 1 Turkish coffee with no food?,menu
Can I just order 2 Turkish coffee with no food?,menu
Can I just order 3 Turkish coffee with no food?,menu
Can I just order 4 Turkish coffee with no food?,menu
Can I just order 5 Turkish coffee with no food?,menu
Can I just order 1 Arabic tea with no food?,menu
Can I just order 2 Arabic tea with no food?,menu
Can I just order 3 Arabic tea with no food?,menu
Can I just order 4 Arabic tea with no food?,menu
Can I just order 5 Arabic tea with no food?,menu
Can I just order 1 water bottle with no food?,menu
Can I just order 2 water bottle with no food?,menu
Can I just order 3 water bottle with no food?,menu
Can I just order 4 water bottle with no food?,menu
Can I just order 5 water bottle with no food?,menu
"For Ramadan iftar, can we pre-order Lebanese food from you?",menu
"For Eid, can we pre-order Lebanese food from you?",menu
"For Christmas, can we pre-order Lebanese food from you?",menu
"For New Year, can we pre-order Lebanese food from you?",menu
"For Thanksgiving day, can we pre-order Lebanese food from you?",menu
"For 3 people, how many shawarma wraps should we order from your menu?",menu
"For 4 people, how many shawarma wraps should we order from your menu?",menu
"For 5 people, how many shawarma wraps should we order from your menu?",menu
"For 6 people, how many shawarma wraps should we order from your menu?",menu
"For 7 people, how many shawarma wraps should we order from your menu?",menu
"For 8 people, how many shawarma wraps should we order from your menu?",menu
"For 3 people, how many falafel plates should we order from your menu?",menu
"For 4 people, how many falafel plates should we order from your menu?",menu
"For 5 people, how many falafel plates should we order from your menu?",menu
"For 6 people, how many falafel plates should we order from your menu?",menu
"For 7 people, how many falafel plates should we order from your menu?",menu
"For 8 people, how many falafel plates should we order from your menu?",menu
"For 3 people, how many mezze dishes should we order from your menu?",menu
"For 4 people, how many mezze dishes should we order from your menu?",menu
"For 5 people, how many mezze dishes should we order from your menu?",menu
"For 6 people, how many mezze dishes should we order from your menu?",menu
"For 7 people, how many mezze dishes should we order from your menu?",menu
"For 8 people, how many mezze dishes should we order from your menu?",menu
"For 3 people, how many grill skewers should we order from your menu?",menu
"For 4 people, how many grill skewers should we order from your menu?",menu
"For 5 people, how many grill skewers should we order from your menu?",menu
"For 6 people, how many grill skewers should we order from your menu?",menu
"For 7 people, how many grill skewers should we order from your menu?",menu
"For 8 people, how many grill skewers should we order from your menu?",menu
Hi yeah um can I get a chicken shawarma and maybe a small hummus?,menu
"Hello, I wanna order, uh, two falafel wraps and fries.",menu
"Hi, is this Cedar Garden? I need one shawarma plate for pickup.",menu
"Hey, so, can I place an order for a mixed grill and some salads?",menu
"Could you make chicken shawarma plate and include fries plus mint lemonade all together, please?",menu
"Could you make chicken shawarma plate and include fries plus Coke all together, please?",menu
"Could you make chicken shawarma plate and include fries plus Sprite all together, please?",menu
"Could you make chicken shawarma plate and include fries plus bottle of water all together, please?",menu
"Could you make chicken shawarma plate and include fries plus Laban-up yogurt drink all together, please?",menu
"Could you make chicken shawarma plate and include rice plus mint lemonade all together, please?",menu
"Could you make chicken shawarma plate and include rice plus Coke all together, please?",menu
"Could you make chicken shawarma plate and include rice plus Sprite all together, please?",menu
"Could you make chicken shawarma plate and include rice plus bottle of water all together, please?",menu
"Could you make chicken shawarma plate and include rice plus Laban-up yogurt drink all together, please?",menu
"Could you make chicken shawarma plate and include half rice and half fries plus mint lemonade all together, please?",menu
"Could you make chicken shawarma plate and include half rice and half fries plus Coke all together, please?",menu
"Could you make chicken shawarma plate and include half rice and half fries plus Sprite all together, please?",menu
"Could you make chicken shawarma plate and include half rice and half fries plus bottle of water all together, please?",menu
"Could you make chicken shawarma plate and include half rice and half fries plus Laban-up yogurt drink all together, please?",menu
"Could you make chicken shawarma plate and include tabbouleh plus mint lemonade all together, please?",menu
"Could you make chicken shawarma plate and include tabbouleh plus Coke all together, please?",menu
"Could you make chicken shawarma plate and include tabbouleh plus Sprite all together, please?",menu
"Could you make chicken shawarma plate and include tabbouleh plus bottle of water all together, please?",menu
"Could you make chicken shawarma plate and include tabbouleh plus Laban-up yogurt drink all together, please?",menu
"Could you make chicken shawarma plate and include fattoush plus mint lemonade all together, please?",menu
"Could you make chicken shawarma plate and include fattoush plus Coke all together, please?",menu
"Could you make chicken shawarma plate and include fattoush plus Sprite all together, please?",menu
"Could you make chicken shawarma plate and include fattoush plus bottle of water all together, please?",menu
"Could you make chicken shawarma plate and include fattoush plus Laban-up yogurt drink all together, please?",menu
"Could you make beef shawarma plate and include fries plus mint lemonade all together, please?",menu
"Could you make beef shawarma plate and include fries plus Coke all together, please?",menu
"Could you make beef shawarma plate and include fries plus Sprite all together, please?",menu
"Could you make beef shawarma plate and include fries plus bottle of water all together, please?",menu
"Could you make beef shawarma plate and include fries plus Laban-up yogurt drink all together, please?",menu
"Could you make beef shawarma plate and include rice plus mint lemonade all together, please?",menu
"Could you make beef shawarma plate and include rice plus Coke all together, please?",menu
"Could you make beef shawarma plate and include rice plus Sprite all together, please?",menu
"Could you make beef shawarma plate and include rice plus bottle of water all together, please?",menu
"Could you make beef shawarma plate and include rice plus Laban-up yogurt drink all together, please?",menu
"Could you make beef shawarma plate and include half rice and half fries plus mint lemonade all together, please?",menu
"Could you make beef shawarma plate and include half rice and half fries plus Coke all together, please?",menu
"Could you make beef shawarma plate and include half rice and half fries plus Sprite all together, please?",menu
"Could you make beef shawarma plate and include half rice and half fries plus bottle of water all together, please?",menu
"Could you make beef shawarma plate and include half rice and half fries plus Laban-up yogurt drink all together, please?",menu
"Could you make beef shawarma plate and include tabbouleh plus mint lemonade all together, please?",menu
"Could you make beef shawarma plate and include tabbouleh plus Coke all together, please?",menu
"Could you make beef shawarma plate and include tabbouleh plus Sprite all together, please?",menu
"Could you make beef shawarma plate and include tabbouleh plus bottle of water all together, please?",menu
"Could you make beef shawarma plate and include tabbouleh plus Laban-up yogurt drink all together, please?",menu
"Could you make beef shawarma plate and include fattoush plus mint lemonade all together, please?",menu
"Could you make beef shawarma plate and include fattoush plus Coke all together, please?",menu
"Could you make beef shawarma plate and include fattoush plus Sprite all together, please?",menu
"Could you make beef shawarma plate and include fattoush plus bottle of water all together, please?",menu
"Could you make beef shawarma plate and include fattoush plus Laban-up yogurt drink all together, please?",menu
"Could you make mixed shawarma plate and include fries plus mint lemonade all together, please?",menu
"Could you make mixed shawarma plate and include fries plus Coke all together, please?",menu
"Could you make mixed shawarma plate and include fries plus Sprite all together, please?",menu
"Could you make mixed shawarma plate and include fries plus bottle of water all together, please?",menu
"Could you make mixed shawarma plate and include fries plus Laban-up yogurt drink all together, please?",menu
"Could you make mixed shawarma plate and include rice plus mint lemonade all together, please?",menu
"Could you make mixed shawarma plate and include rice plus Coke all together, please?",menu
"Could you make mixed shawarma plate and include rice plus Sprite all together, please?",menu
"Could you make mixed shawarma plate and include rice plus bottle of water all together, please?",menu
"Could you make mixed shawarma plate and include rice plus Laban-up yogurt drink all together, please?",menu
"Could you make mixed shawarma plate and include half rice and half fries plus mint lemonade all together, please?",menu
"Could you make mixed shawarma plate and include half rice and half fries plus Coke all together, please?",menu
"Could you make mixed shawarma plate and include half rice and half fries plus Sprite all together, please?",menu
"Could you make mixed shawarma plate and include half rice and half fries plus bottle of water all together, please?",menu
"Could you make mixed shawarma plate and include half rice and half fries plus Laban-up yogurt drink all together, please?",menu
"Could you make mixed shawarma plate and include tabbouleh plus mint lemonade all together, please?",menu
"Could you make mixed shawarma plate and include tabbouleh plus Coke all together, please?",menu
"Could you make mixed shawarma plate and include tabbouleh plus Sprite all together, please?",menu
"Could you make mixed shawarma plate and include tabbouleh plus bottle of water all together, please?",menu
"Could you make mixed shawarma plate and include tabbouleh plus Laban-up yogurt drink all together, please?",menu
"Could you make mixed shawarma plate and include fattoush plus mint lemonade all together, please?",menu
"Could you make mixed shawarma plate and include fattoush plus Coke all together, please?",menu
"Could you make mixed shawarma plate and include fattoush plus Sprite all together, please?",menu
"Could you make mixed shawarma plate and include fattoush plus bottle of water all together, please?",menu
"Could you make mixed shawarma plate and include fattoush plus Laban-up yogurt drink all together, please?",menu
"Could you make falafel plate and include fries plus mint lemonade all together, please?",menu
"Could you make falafel plate and include fries plus Coke all together, please?",menu
"Could you make falafel plate and include fries plus Sprite all together, please?",menu
"Could you make falafel plate and include fries plus bottle of water all together, please?",menu
"Could you make falafel plate and include fries plus Laban-up yogurt drink all together, please?",menu
"Could you make falafel plate and include rice plus mint lemonade all together, please?",menu
"Could you make falafel plate and include rice plus Coke all together, please?",menu
"Could you make falafel plate and include rice plus Sprite all together, please?",menu
"Could you make falafel plate and include rice plus bottle of water all together, please?",menu
"Could you make falafel plate and include rice plus Laban-up yogurt drink all together, please?",menu
"Could you make falafel plate and include half rice and half fries plus mint lemonade all together, please?",menu
"Could you make falafel plate and include half rice and half fries plus Coke all together, please?",menu
"Could you make falafel plate and include half rice and half fries plus Sprite all together, please?",menu
"Could you make falafel plate and include half rice and half fries plus bottle of water all together, please?",menu
"Could you make falafel plate and include half rice and half fries plus Laban-up yogurt drink all together, please?",menu
"Could you make falafel plate and include tabbouleh plus mint lemonade all together, please?",menu
"Could you make falafel plate and include tabbouleh plus Coke all together, please?",menu
"Could you make falafel plate and include tabbouleh plus Sprite all together, please?",menu
"Could you make falafel plate and include tabbouleh plus bottle of water all together, please?",menu
"Could you make falafel plate and include tabbouleh plus Laban-up yogurt drink all together, please?",menu
"Could you make falafel plate and include fattoush plus mint lemonade all together, please?",menu
"Could you make falafel plate and include fattoush plus Coke all together, please?",menu
"Could you make falafel plate and include fattoush plus Sprite all together, please?",menu
"Could you make falafel plate and include fattoush plus bottle of water all together, please?",menu
"Could you make falafel plate and include fattoush plus Laban-up yogurt drink all together, please?",menu
"Could you make kafta plate and include fries plus mint lemonade all together, please?",menu
"Could you make kafta plate and include fries plus Coke all together, please?",menu
"Could you make kafta plate and include fries plus Sprite all together, please?",menu
"Could you make kafta plate and include fries plus bottle of water all together, please?",menu
"Could you make kafta plate and include fries plus Laban-up yogurt drink all together, please?",menu
"Could you make kafta plate and include rice plus mint lemonade all together, please?",menu
"Could you make kafta plate and include rice plus Coke all together, please?",menu
"Could you make kafta plate and include rice plus Sprite all together, please?",menu
"Could you make kafta plate and include rice plus bottle of water all together, please?",menu
"Could you make kafta plate and include rice plus Laban-up yogurt drink all together, please?",menu
"Could you make kafta plate and include half rice and half fries plus mint lemonade all together, please?",menu
"Could you make kafta plate and include half rice and half fries plus Coke all together, please?",menu
"Could you make kafta plate and include half rice and half fries plus Sprite all together, please?",menu
"Could you make kafta plate and include half rice and half fries plus bottle of water all together, please?",menu
"Could you make kafta plate and include half rice and half fries plus Laban-up yogurt drink all together, please?",menu
"Could you make kafta plate and include tabbouleh plus mint lemonade all together, please?",menu
"Could you make kafta plate and include tabbouleh plus Coke all together, please?",menu
"Could you make kafta plate and include tabbouleh plus Sprite all together, please?",menu
"Could you make kafta plate and include tabbouleh plus bottle of water all together, please?",menu
"Could you make kafta plate and include tabbouleh plus Laban-up yogurt drink all together, please?",menu
"Could you make kafta plate and include fattoush plus mint lemonade all together, please?",menu
"Could you make kafta plate and include fattoush plus Coke all together, please?",menu
"Could you make kafta plate and include fattoush plus Sprite all together, please?",menu
"Could you make kafta plate and include fattoush plus bottle of water all together, please?",menu
"Could you make kafta plate and include fattoush plus Laban-up yogurt drink all together, please?",menu
"Could you make shish taouk plate and include fries plus mint lemonade all together, please?",menu
"Could you make shish taouk plate and include fries plus Coke all together, please?",menu
"Could you make shish taouk plate and include fries plus Sprite all together, please?",menu
"Could you make shish taouk plate and include fries plus bottle of water all together, please?",menu
"Could you make shish taouk plate and include fries plus Laban-up yogurt drink all together, please?",menu
"Could you make shish taouk plate and include rice plus mint lemonade all together, please?",menu
"Could you make shish taouk plate and include rice plus Coke all together, please?",menu
"Could you make shish taouk plate and include rice plus Sprite all together, please?",menu
"Could you make shish taouk plate and include rice plus bottle of water all together, please?",menu
"Could you make shish taouk plate and include rice plus Laban-up yogurt drink all together, please?",menu
"Could you make shish taouk plate and include half rice and half fries plus mint lemonade all together, please?",menu
"Could you make shish taouk plate and include half rice and half fries plus Coke all together, please?",menu
"Could you make shish taouk plate and include half rice and half fries plus Sprite all together, please?",menu
"Could you make shish taouk plate and include half rice and half fries plus bottle of water all together, please?",menu
"Could you make shish taouk plate and include half rice and half fries plus Laban-up yogurt drink all together, please?",menu
"Could you make shish taouk plate and include tabbouleh plus mint lemonade all together, please?",menu
"Could you make shish taouk plate and include tabbouleh plus Coke all together, please?",menu
"Could you make shish taouk plate and include tabbouleh plus Sprite all together, please?",menu
"Could you make shish taouk plate and include tabbouleh plus bottle of water all together, please?",menu
"Could you make shish taouk plate and include tabbouleh plus Laban-up yogurt drink all together, please?",menu
"Could you make shish taouk plate and include fattoush plus mint lemonade all together, please?",menu
"Could you make shish taouk plate and include fattoush plus Coke all together, please?",menu
"Could you make shish taouk plate and include fattoush plus Sprite all together, please?",menu
"Could you make shish taouk plate and include fattoush plus bottle of water all together, please?",menu
"Could you make shish taouk plate and include fattoush plus Laban-up yogurt drink all together, please?",menu
"If I need a catering tray earlier than 6, is that okay for your kitchen?",menu
"If I need a catering tray later than 8, is that okay for your kitchen?",menu
"If I need a catering tray a bit before 7, is that okay for your kitchen?",menu
"If I need a catering tray right at noon, is that okay for your kitchen?",menu
"If I need two shawarma plates earlier than 6, is that okay for your kitchen?",menu
"If I need two shawarma plates later than 8, is that okay for your kitchen?",menu
"If I need two shawarma plates a bit before 7, is that okay for your kitchen?",menu
"If I need two shawarma plates right at noon, is that okay for your kitchen?",menu
"If I need a big mixed grill earlier than 6, is that okay for your kitchen?",menu
"If I need a big mixed grill later than 8, is that okay for your kitchen?",menu
"If I need a big mixed grill a bit before 7, is that okay for your kitchen?",menu
"If I need a big mixed grill right at noon, is that okay for your kitchen?",menu
"If I need a few wraps and salads earlier than 6, is that okay for your kitchen?",menu
"If I need a few wraps and salads later than 8, is that okay for your kitchen?",menu
"If I need a few wraps and salads a bit before 7, is that okay for your kitchen?",menu
"If I need a few wraps and salads right at noon, is that okay for your kitchen?",menu
Can you label which items are vegetarian in our order?,menu
Please mark which boxes are spicy and which are mild.,menu
Label anything that's gluten-free so my friend knows.,menu
Can you write 'no garlic' on the items that are modified?,menu
"If we pick up a kibbeh nayyeh, how long will it stay fresh before serving?",menu
"If we pick up a shawarma tray, how long will it stay fresh before serving?",menu
"If we pick up a mezze platter, how long will it stay fresh before serving?",menu
"If we pick up a baklava tray, how long will it stay fresh before serving?",menu
Is there a minimum order for delivery?,menu
Do you have a minimum for catering orders?,menu
Is there a minimum price for using card?,menu
Is there a minimum number of people for family trays?,menu
Do you have chicken shawarma available today?,menu
Do you have falafel available today?,menu
Do you have kibbeh nayyeh available today?,menu
Do you have knafeh available today?,menu
Do you have baklava trays available today?,menu
Do you deliver to my area?,menu
What is your delivery radius?,menu
Do you partner with any delivery apps?,menu
Can I order directly for delivery or only through apps?,menu
Please put together 2 chicken shawarma wraps and make them all the same way.,menu
Please put together 3 chicken shawarma wraps and make them all the same way.,menu
Please put together 4 chicken shawarma wraps and make them all the same way.,menu
Please put together 5 chicken shawarma wraps and make them all the same way.,menu
Please put together 6 chicken shawarma wraps and make them all the same way.,menu
Please put together 2 falafel sandwiches and make them all the same way.,menu
Please put together 3 falafel sandwiches and make them all the same way.,menu
Please put together 4 falafel sandwiches and make them all the same way.,menu
Please put together 5 falafel sandwiches and make them all the same way.,menu
Please put together 6 falafel sandwiches and make them all the same way.,menu
Please put together 2 kafta wraps and make them all the same way.,menu
Please put together 3 kafta wraps and make them all the same way.,menu
Please put together 4 kafta wraps and make them all the same way.,menu
Please put together 5 kafta wraps and make them all the same way.,menu
Please put together 6 kafta wraps and make them all the same way.,menu
Please put together 2 mixed grill plates and make them all the same way.,menu
Please put together 3 mixed grill plates and make them all the same way.,menu
Please put together 4 mixed grill plates and make them all the same way.,menu
Please put together 5 mixed grill plates and make them all the same way.,menu
Please put together 6 mixed grill plates and make them all the same way.,menu
What would you recommend from your menu for 1 very hungry people?,menu
What would you recommend from your menu for 2 very hungry people?,menu
What would you recommend from your menu for 3 very hungry people?,menu
What would you recommend from your menu for 4 very hungry people?,menu
We want 2 zaatar manakish for the table.,menu
We want 3 zaatar manakish for the table.,menu
We want 4 zaatar manakish for the table.,menu
We want 5 zaatar manakish for the table.,menu
We want 2 cheese manakish for the table.,menu
We want 3 cheese manakish for the table.,menu
We want 4 cheese manakish for the table.,menu
We want 5 cheese manakish for the table.,menu
We want 2 zaatar and cheese manakish for the table.,menu
We want 3 zaatar and cheese manakish for the table.,menu
We want 4 zaatar and cheese manakish for the table.,menu
We want 5 zaatar and cheese manakish for the table.,menu
We want 2 spicy sujuk manakish for the table.,menu
We want 3 spicy sujuk manakish for the table.,menu
We want 4 spicy sujuk manakish for the table.,menu
We want 5 spicy sujuk manakish for the table.,menu
Can we just order a few bowls of fattoush for a light meal?,menu
Can we just order a few bowls of tabbouleh for a light meal?,menu
